"Id partie","Nom du joueur","Prix moyen des citadelles achetées","Rôle préféré","Nombre de fois où il assassine","Nombre de fois où il s'est fait assassiner","Score","Victoire","Egalite"
"827","ThomasPlayer","2 pièces","CONDOTTIERE","0","1","18","Non","Non"
"827","RandomPlayer","2 pièces","ROI","1","0","25","Non","Non"
"827","AlwaysSpendPlayer","3 pièces","MAGICIEN","1","0","26","Oui","Non"
"828","MattPlayer","2 pièces","MARCHAND","0","1","24","Non","Non"
"828","ThomasPlayer","2 pièces","ASSASSIN","2","0","30","Oui","Non"
"828","RandomPlayer","3 pièces","ASSASSIN","3","0","15","Non","Non"
"828","AlwaysSpendPlayer","2 pièces","EVEQUE","0","4","10","Non","Non"
"829","AlwaysSpendPlayer","2 pièces","MAGICIEN","0","1","15","Non","Non"
"829","MattPlayer","2 pièces","MARCHAND","0","0","24","Oui","Non"
"829","ThomasPlayer","3 pièces","CONDOTTIERE","0","0","17","Non","Non"
"829","RandomPlayer","2 pièces","ROI","2","0","16","Non","Non"
"830","ThomasPlayer","2 pièces","ARCHITECTE","0","3","18","Non","Non"
"830","MattPlayer","2 pièces","MARCHAND","3","0","30","Oui","Non"
"830","RandomPlayer","2 pièces","ROI","1","2","11","Non","Non"
"830","AlwaysSpendPlayer","3 pièces","ASSASSIN","3","0","19","Non","Non"
"831","AlwaysSpendPlayer","2 pièces","VOLEUR","0","0","27","Oui","Non"
"831","ThomasPlayer","3 pièces","CONDOTTIERE","0","2","22","Non","Non"
"831","RandomPlayer","2 pièces","ASSASSIN","2","0","14","Non","Non"
"831","MattPlayer","2 pièces","ARCHITECTE","3","0","19","Non","Non"
"832","RandomPlayer","2 pièces","VOLEUR","1","0","11","Non","Non"
"832","ThomasPlayer","2 pièces","EVEQUE","1","0","24","Non","Non"
"832","MattPlayer","2 pièces","MARCHAND","0","1","8","Non","Non"
"832","AlwaysSpendPlayer","2 pièces","ROI","1","0","26","Oui","Non"
"833","MattPlayer","3 pièces","MARCHAND","2","2","16","Non","Non"
"833","RandomPlayer","2 pièces","CONDOTTIERE","2","1","24","Non","Non"
"833","ThomasPlayer","3 pièces","CONDOTTIERE","0","2","18","Non","Non"
"833","AlwaysSpendPlayer","3 pièces","ASSASSIN","5","1","27","Oui","Non"
"834","MattPlayer","2 pièces","MARCHAND","1","0","27","Oui","Non"
"834","ThomasPlayer","4 pièces","CONDOTTIERE","0","2","18","Non","Non"
"834","RandomPlayer","2 pièces","EVEQUE","2","0","18","Non","Non"
"834","AlwaysSpendPlayer","3 pièces","MAGICIEN","1","0","21","Non","Non"
"835","RandomPlayer","1 pièces","VOLEUR","1","0","9","Non","Non"
"835","AlwaysSpendPlayer","2 pièces","ASSASSIN","2","0","13","Non","Non"
"835","ThomasPlayer","2 pièces","ARCHITECTE","0","0","23","Oui","Non"
"835","MattPlayer","2 pièces","MARCHAND","1","0","14","Non","Non"
"836","AlwaysSpendPlayer","3 pièces","VOLEUR","0","1","10","Non","Non"
"836","MattPlayer","2 pièces","MARCHAND","1","0","24","Oui","Non"
"836","ThomasPlayer","2 pièces","CONDOTTIERE","0","0","14","Non","Non"
"836","RandomPlayer","1 pièces","ASSASSIN","2","0","7","Non","Non"
"837","AlwaysSpendPlayer","3 pièces","VOLEUR","1","0","19","Non","Non"
"837","ThomasPlayer","3 pièces","VOLEUR","0","1","17","Non","Non"
"837","RandomPlayer","2 pièces","VOLEUR","1","0","14","Non","Non"
"837","MattPlayer","2 pièces","MARCHAND","0","0","29","Oui","Non"
"838","AlwaysSpendPlayer","3 pièces","ASSASSIN","6","1","31","Oui","Non"
"838","ThomasPlayer","3 pièces","CONDOTTIERE","0","0","29","Non","Non"
"838","RandomPlayer","2 pièces","ROI","1","1","14","Non","Non"
"838","MattPlayer","2 pièces","MARCHAND","2","1","23","Non","Non"
"839","AlwaysSpendPlayer","2 pièces","MAGICIEN","3","2","16","Non","Non"
"839","MattPlayer","3 pièces","MARCHAND","2","0","22","Non","Non"
"839","ThomasPlayer","2 pièces","ARCHITECTE","1","1","30","Oui","Non"
"839","RandomPlayer","2 pièces","ASSASSIN","3","0","15","Non","Non"
"840","MattPlayer","1 pièces","MARCHAND","1","1","9","Non","Non"
"840","RandomPlayer","2 pièces","ROI","1","1","14","Non","Non"
"840","AlwaysSpendPlayer","2 pièces","MAGICIEN","2","0","12","Non","Non"
"840","ThomasPlayer","3 pièces","ARCHITECTE","0","1","28","Oui","Non"
"841","ThomasPlayer","2 pièces","ARCHITECTE","0","0","26","Oui","Non"
"841","MattPlayer","2 pièces","MARCHAND","0","0","16","Non","Non"
"841","AlwaysSpendPlayer","3 pièces","EVEQUE","2","0","24","Non","Non"
"841","RandomPlayer","2 pièces","EVEQUE","0","1","13","Non","Non"
"842","MattPlayer","2 pièces","ASSASSIN","3","2","9","Non","Non"
"842","RandomPlayer","1 pièces","ASSASSIN","2","1","10","Non","Non"
"842","ThomasPlayer","3 pièces","EVEQUE","0","0","31","Oui","Non"
"842","AlwaysSpendPlayer","2 pièces","ROI","0","0","23","Non","Non"
"843","AlwaysSpendPlayer","3 pièces","VOLEUR","2","1","18","Non","Non"
"843","ThomasPlayer","3 pièces","CONDOTTIERE","0","0","37","Oui","Non"
"843","RandomPlayer","2 pièces","CONDOTTIERE","2","2","24","Non","Non"
"843","MattPlayer","3 pièces","MARCHAND","3","0","24","Non","Non"
"844","MattPlayer","3 pièces","MARCHAND","2","1","32","Oui","Non"
"844","AlwaysSpendPlayer","2 pièces","ASSASSIN","4","2","13","Non","Non"
"844","ThomasPlayer","3 pièces","ARCHITECTE","0","1","26","Non","Non"
"844","RandomPlayer","2 pièces","MAGICIEN","2","0","13","Non","Non"
"845","ThomasPlayer","2 pièces","ARCHITECTE","0","1","21","Oui","Non"
"845","MattPlayer","2 pièces","MARCHAND","0","0","14","Non","Non"
"845","AlwaysSpendPlayer","2 pièces","VOLEUR","1","0","6","Non","Non"
"845","RandomPlayer","2 pièces","VOLEUR","1","0","18","Non","Non"
"846","AlwaysSpendPlayer","4 pièces","MAGICIEN","1","1","22","Non","Non"
"846","RandomPlayer","2 pièces","ASSASSIN","4","0","12","Non","Non"
"846","ThomasPlayer","2 pièces","ARCHITECTE","0","1","17","Non","Non"
"846","MattPlayer","3 pièces","MARCHAND","1","0","28","Oui","Non"
"847","MattPlayer","2 pièces","MARCHAND","2","0","16","Non","Non"
"847","AlwaysSpendPlayer","3 pièces","ROI","1","0","31","Oui","Non"
"847","RandomPlayer","1 pièces","VOLEUR","1","2","8","Non","Non"
"847","ThomasPlayer","3 pièces","CONDOTTIERE","1","2","21","Non","Non"
"848","MattPlayer","2 pièces","MARCHAND","2","0","32","Oui","Non"
"848","ThomasPlayer","3 pièces","CONDOTTIERE","0","1","17","Non","Non"
"848","RandomPlayer","1 pièces","VOLEUR","1","0","7","Non","Non"
"848","AlwaysSpendPlayer","2 pièces","ASSASSIN","3","0","12","Non","Non"
"849","AlwaysSpendPlayer","3 pièces","ROI","1","0","23","Non","Non"
"849","MattPlayer","3 pièces","MARCHAND","1","0","26","Non","Non"
"849","ThomasPlayer","3 pièces","VOLEUR","0","1","6","Non","Non"
"849","RandomPlayer","2 pièces","EVEQUE","1","0","29","Oui","Non"
"850","MattPlayer","2 pièces","MARCHAND","1","1","6","Non","Non"
"850","RandomPlayer","2 pièces","ASSASSIN","5","0","14","Non","Non"
"850","AlwaysSpendPlayer","3 pièces","CONDOTTIERE","0","1","9","Non","Non"
"850","ThomasPlayer","2 pièces","ARCHITECTE","1","0","26","Oui","Non"
"851","MattPlayer","3 pièces","MARCHAND","3","1","19","Non","Non"
"851","ThomasPlayer","3 pièces","ARCHITECTE","0","1","28","Non","Non"
"851","RandomPlayer","3 pièces","VOLEUR","0","1","31","Oui","Non"
"851","AlwaysSpendPlayer","2 pièces","ASSASSIN","5","0","11","Non","Non"
"852","MattPlayer","2 pièces","MARCHAND","2","1","22","Non","Non"
"852","RandomPlayer","3 pièces","ASSASSIN","3","2","19","Non","Non"
"852","AlwaysSpendPlayer","3 pièces","ASSASSIN","3","0","27","Oui","Non"
"852","ThomasPlayer","4 pièces","ARCHITECTE","1","1","24","Non","Non"
"853","AlwaysSpendPlayer","2 pièces","ROI","2","1","34","Oui","Non"
"853","ThomasPlayer","3 pièces","CONDOTTIERE","1","2","23","Non","Non"
"853","RandomPlayer","2 pièces","ASSASSIN","2","0","15","Non","Non"
"853","MattPlayer","2 pièces","ARCHITECTE","1","0","13","Non","Non"
"854","RandomPlayer","2 pièces","ROI","0","0","12","Non","Non"
"854","ThomasPlayer","3 pièces","ARCHITECTE","0","1","19","Non","Non"
"854","MattPlayer","2 pièces","MARCHAND","0","1","25","Oui","Non"
"854","AlwaysSpendPlayer","3 pièces","VOLEUR","2","0","10","Non","Non"
"855","AlwaysSpendPlayer","2 pièces","ASSASSIN","2","1","15","Non","Non"
"855","MattPlayer","2 pièces","MARCHAND","1","1","24","Oui","Non"
"855","ThomasPlayer","3 pièces","ARCHITECTE","1","2","18","Non","Non"
"855","RandomPlayer","2 pièces","ROI","1","0","23","Non","Non"
"856","AlwaysSpendPlayer","3 pièces","ASSASSIN","3","0","35","Oui","Non"
"856","ThomasPlayer","2 pièces","ARCHITECTE","1","4","16","Non","Non"
"856","RandomPlayer","3 pièces","ASSASSIN","3","0","15","Non","Non"
"856","MattPlayer","2 pièces","MARCHAND","1","0","18","Non","Non"
"857","MattPlayer","2 pièces","MARCHAND","2","3","16","Non","Non"
"857","AlwaysSpendPlayer","3 pièces","MAGICIEN","2","1","35","Oui","Non"
"857","RandomPlayer","2 pièces","ASSASSIN","4","1","23","Non","Non"
"857","ThomasPlayer","2 pièces","CONDOTTIERE","0","1","15","Non","Non"
"858","ThomasPlayer","3 pièces","MARCHAND","0","2","17","Non","Non"
"858","MattPlayer","2 pièces","MARCHAND","1","0","14","Non","Non"
"858","RandomPlayer","2 pièces","CONDOTTIERE","1","0","18","Non","Non"
"858","AlwaysSpendPlayer","2 pièces","ASSASSIN","3","0","28","Oui","Non"
"859","AlwaysSpendPlayer","3 pièces","ASSASSIN","2","0","9","Non","Non"
"859","RandomPlayer","3 pièces","EVEQUE","0","0","9","Non","Non"
"859","ThomasPlayer","2 pièces","ARCHITECTE","0","0","21","Oui","Non"
"859","MattPlayer","2 pièces","MARCHAND","1","0","7","Non","Non"
"860","MattPlayer","2 pièces","MARCHAND","2","0","27","Non","Non"
"860","ThomasPlayer","3 pièces","ARCHITECTE","0","1","34","Oui","Non"
"860","AlwaysSpendPlayer","3 pièces","MAGICIEN","2","2","19","Non","Non"
"860","RandomPlayer","2 pièces","VOLEUR","1","1","17","Non","Non"
"861","MattPlayer","3 pièces","MARCHAND","2","0","14","Non","Non"
"861","ThomasPlayer","3 pièces","CONDOTTIERE","1","0","20","Oui","Non"
"861","RandomPlayer","1 pièces","MAGICIEN","2","0","19","Non","Non"
"861","AlwaysSpendPlayer","3 pièces","VOLEUR","0","0","19","Non","Non"
"862","ThomasPlayer","2 pièces","CONDOTTIERE","1","0","11","Non","Non"
"862","MattPlayer","2 pièces","ASSASSIN","4","1","27","Non","Non"
"862","AlwaysSpendPlayer","3 pièces","VOLEUR","0","0","28","Oui","Non"
"862","RandomPlayer","3 pièces","MARCHAND","2","0","18","Non","Non"
"863","RandomPlayer","2 pièces","MAGICIEN","0","0","27","Non","Non"
"863","AlwaysSpendPlayer","3 pièces","VOLEUR","0","0","33","Oui","Non"
"863","MattPlayer","2 pièces","MARCHAND","1","0","15","Non","Non"
"863","ThomasPlayer","2 pièces","ARCHITECTE","2","0","26","Non","Non"
"864","MattPlayer","3 pièces","MARCHAND","0","2","18","Non","Non"
"864","ThomasPlayer","3 pièces","ARCHITECTE","0","0","31","Oui","Non"
"864","AlwaysSpendPlayer","3 pièces","ASSASSIN","3","0","9","Non","Non"
"864","RandomPlayer","1 pièces","MAGICIEN","3","1","12","Non","Non"
"865","AlwaysSpendPlayer","4 pièces","ASSASSIN","2","0","13","Non","Non"
"865","RandomPlayer","2 pièces","MAGICIEN","1","0","13","Non","Non"
"865","ThomasPlayer","2 pièces","ARCHITECTE","0","2","13","Non","Non"
"865","MattPlayer","3 pièces","MARCHAND","3","0","32","Oui","Non"
"866","MattPlayer","2 pièces","MARCHAND","1","1","13","Non","Non"
"866","RandomPlayer","3 pièces","CONDOTTIERE","2","0","15","Non","Non"
"866","AlwaysSpendPlayer","3 pièces","ROI","2","0","19","Non","Non"
"866","ThomasPlayer","2 pièces","ARCHITECTE","1","1","23","Oui","Non"
"867","RandomPlayer","3 pièces","ASSASSIN","3","1","15","Non","Non"
"867","AlwaysSpendPlayer","3 pièces","ARCHITECTE","1","1","29","Oui","Non"
"867","ThomasPlayer","3 pièces","VOLEUR","0","1","19","Non","Non"
"867","MattPlayer","2 pièces","MARCHAND","2","1","15","Non","Non"
"868","MattPlayer","2 pièces","MARCHAND","0","1","11","Non","Non"
"868","AlwaysSpendPlayer","3 pièces","ASSASSIN","2","0","18","Non","Non"
"868","RandomPlayer","2 pièces","ASSASSIN","2","1","11","Non","Non"
"868","ThomasPlayer","2 pièces","ARCHITECTE","1","0","28","Oui","Non"
"869","MattPlayer","3 pièces","MARCHAND","3","1","20","Non","Non"
"869","RandomPlayer","2 pièces","MARCHAND","3","1","17","Non","Non"
"869","AlwaysSpendPlayer","2 pièces","MAGICIEN","2","0","27","Oui","Non"
"869","ThomasPlayer","2 pièces","ARCHITECTE","0","4","16","Non","Non"
"870","RandomPlayer","2 pièces","ASSASSIN","2","0","11","Non","Non"
"870","ThomasPlayer","2 pièces","ARCHITECTE","2","0","22","Oui","Non"
"870","AlwaysSpendPlayer","3 pièces","EVEQUE","1","2","9","Non","Non"
"870","MattPlayer","3 pièces","MARCHAND","0","0","19","Non","Non"
"871","AlwaysSpendPlayer","2 pièces","ASSASSIN","2","0","19","Non","Non"
"871","RandomPlayer","2 pièces","ROI","1","1","18","Non","Non"
"871","MattPlayer","2 pièces","MARCHAND","0","2","11","Non","Non"
"871","ThomasPlayer","3 pièces","CONDOTTIERE","1","0","35","Oui","Non"
"872","MattPlayer","2 pièces","MARCHAND","2","0","12","Non","Non"
"872","AlwaysSpendPlayer","3 pièces","ASSASSIN","3","0","22","Non","Non"
"872","ThomasPlayer","2 pièces","ARCHITECTE","0","1","23","Oui","Non"
"872","RandomPlayer","3 pièces","EVEQUE","1","2","9","Non","Non"
"873","MattPlayer","2 pièces","MARCHAND","1","2","26","Oui","Non"
"873","RandomPlayer","1 pièces","ARCHITECTE","1","0","9","Non","Non"
"873","ThomasPlayer","3 pièces","CONDOTTIERE","2","0","15","Non","Non"
"873","AlwaysSpendPlayer","3 pièces","MAGICIEN","2","1","21","Non","Non"
"874","ThomasPlayer","3 pièces","MARCHAND","0","0","29","Oui","Non"
"874","RandomPlayer","1 pièces","VOLEUR","2","1","13","Non","Non"
"874","MattPlayer","2 pièces","ASSASSIN","2","1","10","Non","Non"
"874","AlwaysSpendPlayer","2 pièces","MAGICIEN","1","0","10","Non","Non"
"875","MattPlayer","2 pièces","MARCHAND","2","1","17","Non","Non"
"875","AlwaysSpendPlayer","3 pièces","ASSASSIN","2","1","25","Non","Non"
"875","ThomasPlayer","3 pièces","ARCHITECTE","0","0","29","Oui","Non"
"875","RandomPlayer","4 pièces","ROI","0","0","22","Non","Non"
"876","RandomPlayer","2 pièces","EVEQUE","2","0","11","Non","Non"
"876","AlwaysSpendPlayer","3 pièces","VOLEUR","1","0","30","Oui","Non"
"876","MattPlayer","2 pièces","MARCHAND","1","2","22","Non","Non"
"876","ThomasPlayer","3 pièces","CONDOTTIERE","0","0","28","Non","Non"
"877","AlwaysSpendPlayer","4 pièces","ROI","0","0","16","Non","Non"
"877","RandomPlayer","2 pièces","VOLEUR","1","0","11","Non","Non"
"877","MattPlayer","2 pièces","MARCHAND","2","0","13","Non","Non"
"877","ThomasPlayer","2 pièces","ARCHITECTE","0","0","24","Oui","Non"
"878","ThomasPlayer","2 pièces","ARCHITECTE","1","2","18","Non","Non"
"878","MattPlayer","2 pièces","MARCHAND","1","0","27","Oui","Non"
"878","AlwaysSpendPlayer","2 pièces","VOLEUR","2","0","17","Non","Non"
"878","RandomPlayer","3 pièces","CONDOTTIERE","2","0","18","Non","Non"
"879","MattPlayer","2 pièces","MARCHAND","0","1","25","Oui","Non"
"879","ThomasPlayer","2 pièces","CONDOTTIERE","1","0","21","Non","Non"
"879","AlwaysSpendPlayer","2 pièces","ROI","2","0","15","Non","Non"
"879","RandomPlayer","2 pièces","VOLEUR","1","0","18","Non","Non"
"880","RandomPlayer","1 pièces","VOLEUR","2","0","19","Non","Non"
"880","ThomasPlayer","3 pièces","CONDOTTIERE","1","0","18","Non","Non"
"880","MattPlayer","2 pièces","MARCHAND","2","1","14","Non","Non"
"880","AlwaysSpendPlayer","3 pièces","EVEQUE","2","1","22","Oui","Non"
"881","MattPlayer","3 pièces","MARCHAND","3","1","17","Non","Non"
"881","ThomasPlayer","2 pièces","ARCHITECTE","0","1","20","Non","Non"
"881","AlwaysSpendPlayer","2 pièces","ROI","1","0","17","Non","Non"
"881","RandomPlayer","2 pièces","ROI","1","1","21","Oui","Non"
"882","RandomPlayer","1 pièces","ASSASSIN","2","1","5","Non","Non"
"882","AlwaysSpendPlayer","3 pièces","MAGICIEN","0","1","23","Non","Non"
"882","MattPlayer","3 pièces","ASSASSIN","3","0","19","Non","Non"
"882","ThomasPlayer","3 pièces","ARCHITECTE","0","0","29","Oui","Non"
"883","AlwaysSpendPlayer","3 pièces","VOLEUR","1","1","11","Non","Non"
"883","ThomasPlayer","2 pièces","CONDOTTIERE","1","0","15","Non","Non"
"883","MattPlayer","2 pièces","MARCHAND","0","0","23","Oui","Non"
"883","RandomPlayer","2 pièces","ROI","1","0","17","Non","Non"
"884","ThomasPlayer","2 pièces","CONDOTTIERE","0","0","12","Non","Non"
"884","RandomPlayer","2 pièces","EVEQUE","0","0","22","Non","Oui"
"884","MattPlayer","3 pièces","ASSASSIN","3","0","22","Non","Oui"
"884","AlwaysSpendPlayer","2 pièces","VOLEUR","1","1","20","Non","Non"
"885","RandomPlayer","3 pièces","ASSASSIN","3","1","14","Non","Non"
"885","MattPlayer","1 pièces","MARCHAND","0","0","7","Non","Non"
"885","ThomasPlayer","2 pièces","CONDOTTIERE","0","0","25","Oui","Non"
"885","AlwaysSpendPlayer","3 pièces","EVEQUE","1","0","18","Non","Non"
"886","RandomPlayer","2 pièces","MAGICIEN","1","0","18","Non","Non"
"886","AlwaysSpendPlayer","3 pièces","MAGICIEN","1","1","12","Non","Non"
"886","MattPlayer","3 pièces","MARCHAND","3","0","10","Non","Non"
"886","ThomasPlayer","2 pièces","CONDOTTIERE","0","1","30","Oui","Non"
"887","RandomPlayer","2 pièces","ASSASSIN","3","1","9","Non","Non"
"887","AlwaysSpendPlayer","2 pièces","ROI","1","0","8","Non","Non"
"887","MattPlayer","1 pièces","MARCHAND","1","0","14","Non","Non"
"887","ThomasPlayer","2 pièces","ARCHITECTE","0","0","23","Oui","Non"
"888","AlwaysSpendPlayer","2 pièces","MAGICIEN","1","1","7","Non","Non"
"888","RandomPlayer","2 pièces","MAGICIEN","1","0","18","Non","Non"
"888","ThomasPlayer","3 pièces","CONDOTTIERE","1","1","16","Non","Non"
"888","MattPlayer","2 pièces","MARCHAND","1","0","27","Oui","Non"
"889","ThomasPlayer","2 pièces","CONDOTTIERE","1","0","30","Oui","Non"
"889","AlwaysSpendPlayer","3 pièces","ASSASSIN","2","1","15","Non","Non"
"889","MattPlayer","2 pièces","MARCHAND","0","1","21","Non","Non"
"889","RandomPlayer","2 pièces","VOLEUR","1","0","23","Non","Non"
"890","AlwaysSpendPlayer","3 pièces","ASSASSIN","3","0","26","Non","Oui"
"890","ThomasPlayer","3 pièces","ARCHITECTE","0","2","23","Non","Non"
"890","RandomPlayer","2 pièces","ASSASSIN","3","1","26","Non","Oui"
"890","MattPlayer","3 pièces","MARCHAND","1","0","24","Non","Non"
"891","MattPlayer","2 pièces","MARCHAND","1","0","24","Oui","Non"
"891","AlwaysSpendPlayer","2 pièces","VOLEUR","1","0","9","Non","Non"
"891","RandomPlayer","2 pièces","EVEQUE","1","0","13","Non","Non"
"891","ThomasPlayer","4 pièces","CONDOTTIERE","1","0","20","Non","Non"
"892","ThomasPlayer","3 pièces","ARCHITECTE","2","0","29","Oui","Non"
"892","RandomPlayer","2 pièces","MAGICIEN","0","0","17","Non","Non"
"892","MattPlayer","2 pièces","MARCHAND","1","1","5","Non","Non"
"892","AlwaysSpendPlayer","2 pièces","EVEQUE","1","0","19","Non","Non"
"893","AlwaysSpendPlayer","3 pièces","VOLEUR","1","2","15","Non","Non"
"893","ThomasPlayer","2 pièces","CONDOTTIERE","1","1","16","Non","Non"
"893","RandomPlayer","2 pièces","MAGICIEN","1","1","14","Non","Non"
"893","MattPlayer","2 pièces","MARCHAND","3","0","27","Oui","Non"
"894","ThomasPlayer","3 pièces","MARCHAND","1","0","23","Non","Non"
"894","AlwaysSpendPlayer","3 pièces","VOLEUR","2","1","15","Non","Non"
"894","MattPlayer","2 pièces","MARCHAND","1","1","29","Oui","Non"
"894","RandomPlayer","2 pièces","CONDOTTIERE","2","2","10","Non","Non"
"895","AlwaysSpendPlayer","3 pièces","MAGICIEN","1","0","26","Non","Non"
"895","RandomPlayer","2 pièces","MARCHAND","1","0","14","Non","Non"
"895","ThomasPlayer","2 pièces","ARCHITECTE","0","0","29","Oui","Non"
"895","MattPlayer","2 pièces","MARCHAND","0","1","14","Non","Non"
"896","MattPlayer","2 pièces","ARCHITECTE","1","1","26","Non","Non"
"896","AlwaysSpendPlayer","3 pièces","EVEQUE","1","0","27","Oui","Non"
"896","ThomasPlayer","3 pièces","CONDOTTIERE","0","0","21","Non","Non"
"896","RandomPlayer","2 pièces","VOLEUR","0","0","16","Non","Non"
"897","AlwaysSpendPlayer","2 pièces","EVEQUE","0","1","24","Oui","Non"
"897","MattPlayer","2 pièces","MARCHAND","1","0","19","Non","Non"
"897","RandomPlayer","2 pièces","MAGICIEN","1","0","21","Non","Non"
"897","ThomasPlayer","3 pièces","ASSASSIN","2","0","23","Non","Non"
"898","ThomasPlayer","2 pièces","ARCHITECTE","0","0","30","Oui","Non"
"898","RandomPlayer","1 pièces","ASSASSIN","3","0","9","Non","Non"
"898","MattPlayer","2 pièces","MARCHAND","1","1","8","Non","Non"
"898","AlwaysSpendPlayer","3 pièces","MAGICIEN","2","0","16","Non","Non"
"899","MattPlayer","2 pièces","MARCHAND","1","0","17","Non","Non"
"899","RandomPlayer","2 pièces","EVEQUE","0","0","16","Non","Non"
"899","ThomasPlayer","2 pièces","CONDOTTIERE","2","0","26","Oui","Non"
"899","AlwaysSpendPlayer","2 pièces","VOLEUR","0","0","19","Non","Non"
"900","MattPlayer","2 pièces","MARCHAND","2","3","26","Oui","Non"
"900","ThomasPlayer","2 pièces","CONDOTTIERE","1","1","19","Non","Non"
"900","AlwaysSpendPlayer","4 pièces","ASSASSIN","4","2","23","Non","Non"
"900","RandomPlayer","2 pièces","EVEQUE","2","3","9","Non","Non"
"901","ThomasPlayer","2 pièces","EVEQUE","1","1","19","Non","Non"
"901","MattPlayer","2 pièces","MARCHAND","1","1","5","Non","Non"
"901","RandomPlayer","2 pièces","ARCHITECTE","0","0","22","Oui","Non"
"901","AlwaysSpendPlayer","3 pièces","VOLEUR","2","0","16","Non","Non"
"902","AlwaysSpendPlayer","3 pièces","MAGICIEN","0","1","22","Non","Non"
"902","MattPlayer","2 pièces","MARCHAND","1","0","23","Oui","Non"
"902","RandomPlayer","2 pièces","ASSASSIN","2","0","12","Non","Non"
"902","ThomasPlayer","3 pièces","ASSASSIN","3","1","19","Non","Non"
"903","MattPlayer","2 pièces","MARCHAND","1","0","22","Oui","Non"
"903","ThomasPlayer","2 pièces","MAGICIEN","1","0","19","Non","Non"
"903","AlwaysSpendPlayer","4 pièces","MAGICIEN","1","0","16","Non","Non"
"903","RandomPlayer","2 pièces","VOLEUR","0","0","18","Non","Non"
"904","RandomPlayer","1 pièces","ROI","1","1","7","Non","Non"
"904","AlwaysSpendPlayer","3 pièces","ASSASSIN","4","0","23","Non","Non"
"904","MattPlayer","2 pièces","MARCHAND","0","1","31","Oui","Non"
"904","ThomasPlayer","3 pièces","CONDOTTIERE","1","1","29","Non","Non"
"905","ThomasPlayer","1 pièces","CONDOTTIERE","1","3","8","Non","Non"
"905","MattPlayer","2 pièces","MARCHAND","0","0","26","Oui","Non"
"905","AlwaysSpendPlayer","3 pièces","ASSASSIN","4","0","21","Non","Non"
"905","RandomPlayer","2 pièces","MAGICIEN","0","0","14","Non","Non"
"906","RandomPlayer","2 pièces","ROI","1","1","11","Non","Non"
"906","AlwaysSpendPlayer","2 pièces","ASSASSIN","2","0","15","Non","Non"
"906","ThomasPlayer","2 pièces","CONDOTTIERE","1","1","10","Non","Non"
"906","MattPlayer","2 pièces","MARCHAND","0","0","24","Oui","Non"
"907","RandomPlayer","2 pièces","EVEQUE","0","2","15","Non","Non"
"907","ThomasPlayer","3 pièces","CONDOTTIERE","0","0","31","Oui","Non"
"907","AlwaysSpendPlayer","2 pièces","ASSASSIN","4","0","20","Non","Non"
"907","MattPlayer","2 pièces","MARCHAND","2","0","13","Non","Non"
"908","ThomasPlayer","3 pièces","CONDOTTIERE","0","0","30","Oui","Non"
"908","MattPlayer","2 pièces","MARCHAND","2","0","15","Non","Non"
"908","AlwaysSpendPlayer","3 pièces","ROI","1","0","15","Non","Non"
"908","RandomPlayer","2 pièces","MAGICIEN","0","0","16","Non","Non"
"909","MattPlayer","2 pièces","MARCHAND","1","0","13","Non","Non"
"909","AlwaysSpendPlayer","2 pièces","VOLEUR","1","0","18","Non","Non"
"909","ThomasPlayer","2 pièces","ARCHITECTE","0","0","22","Oui","Non"
"909","RandomPlayer","3 pièces","ROI","1","0","15","Non","Non"
"910","ThomasPlayer","2 pièces","VOLEUR","0","0","9","Non","Non"
"910","RandomPlayer","2 pièces","MAGICIEN","0","0","23","Oui","Non"
"910","AlwaysSpendPlayer","3 pièces","ASSASSIN","2","1","19","Non","Non"
"910","MattPlayer","2 pièces","MARCHAND","1","0","13","Non","Non"
"911","MattPlayer","2 pièces","MARCHAND","0","0","16","Non","Non"
"911","ThomasPlayer","3 pièces","VOLEUR","0","0","23","Non","Non"
"911","RandomPlayer","2 pièces","VOLEUR","1","0","25","Oui","Non"
"911","AlwaysSpendPlayer","2 pièces","ROI","0","1","11","Non","Non"
"912","AlwaysSpendPlayer","2 pièces","ASSASSIN","4","0","6","Non","Non"
"912","ThomasPlayer","2 pièces","CONDOTTIERE","0","1","17","Non","Non"
"912","RandomPlayer","2 pièces","VOLEUR","1","0","28","Oui","Non"
"912","MattPlayer","3 pièces","ARCHITECTE","2","2","15","Non","Non"
"913","MattPlayer","2 pièces","MARCHAND","0","0","23","Oui","Non"
"913","ThomasPlayer","2 pièces","ASSASSIN","2","1","15","Non","Non"
"913","AlwaysSpendPlayer","3 pièces","VOLEUR","1","0","17","Non","Non"
"913","RandomPlayer","1 pièces","VOLEUR","2","2","3","Non","Non"
"914","AlwaysSpendPlayer","2 pièces","ASSASSIN","6","1","16","Non","Non"
"914","MattPlayer","2 pièces","MARCHAND","0","1","31","Oui","Non"
"914","ThomasPlayer","3 pièces","CONDOTTIERE","0","2","28","Non","Non"
"914","RandomPlayer","2 pièces","VOLEUR","2","1","12","Non","Non"
"915","MattPlayer","2 pièces","MARCHAND","2","0","23","Non","Non"
"915","AlwaysSpendPlayer","4 pièces","ASSASSIN","4","0","27","Non","Non"
"915","RandomPlayer","2 pièces","MAGICIEN","0","2","12","Non","Non"
"915","ThomasPlayer","3 pièces","CONDOTTIERE","1","1","39","Oui","Non"
